@relation LinuxForum-weka.filters.unsupervised.attribute.Remove-R1

@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric
@attribute Feature15 numeric
@attribute Feature16 numeric
@attribute Feature17 numeric
@attribute Feature18 numeric
@attribute Feature19 numeric
@attribute Feature20 numeric
@attribute Feature21 numeric
@attribute Feature22 numeric
@attribute Feature23 numeric
@attribute Feature24 numeric
@attribute Feature25 numeric
@attribute Feature26 numeric
@attribute Feature27 numeric
@attribute Feature28 numeric
@attribute Feature29 numeric
@attribute Feature30 numeric
@attribute Feature31 numeric
@attribute Feature32 numeric
@attribute Feature33 numeric
@attribute Feature34 numeric
@attribute Feature35 numeric
@attribute Feature36 numeric
@attribute Feature37 numeric
@attribute Feature38 numeric
@attribute Feature39 numeric
@attribute Feature40 numeric
@attribute Feature41 numeric
@attribute Feature42 numeric
@attribute Feature43 numeric
@attribute Feature44 numeric
@attribute Feature45 numeric
@attribute Feature46 numeric
@attribute Feature47 numeric
@attribute Feature48 numeric
@attribute Feature49 numeric
@attribute Feature50 numeric
@attribute Feature51 numeric
@attribute Feature52 numeric
@attribute Feature53 numeric
@attribute Feature54 numeric
@attribute Feature55 numeric
@attribute Feature56 numeric
@attribute Feature57 numeric
@attribute Feature58 numeric
@attribute Feature59 numeric
@attribute Feature60 numeric
@attribute Feature61 numeric
@attribute Feature62 numeric
@attribute Feature63 numeric
@attribute Feature64 numeric
@attribute Feature65 numeric
@attribute Feature66 numeric
@attribute Feature67 numeric
@attribute Feature68 numeric
@attribute Feature69 numeric
@attribute Feature70 numeric
@attribute Feature71 numeric
@attribute Feature72 numeric
@attribute class {Install-OS,Install-Software,Search-Data,Search-Documentation,Search-Hardware,Search-OS,Search-Software,Spam,Support-Document.,Support-Hardware,Support-Media,Support-OS,Support-Programming,Support-Software}

@data
1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.254417,0.063604,0.088339,0.59364,0.235294,0.058824,0.029412,0.676471,0.125,0,0,0.086957,0,0,0,0,0.375,0.5,1,0.565217,0.5,0.5,0,0.347826,0.714286,1,0,0.625,9,9,25,7.304348,4.097222,4.611111,4.36,4.029762,1,0,0,0.608696,0.2,0.4,0.6,0.8,0.2,0.4,0.6,1,Support-Software
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.431973,0.568027,0,0,0.4,0.6,0,0,0,0.066667,0,0,0.2,0.066667,0,0,0.6,0.8,0,0,0.2,0.066667,0,0,0.666667,0.684211,0,0,12.7,11.133333,0,0,3.976378,4.215569,0,0,0,0.533333,0,0,0.5,1,0,0,0.5,1,0,0,Support-Software
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6,0.4,0,0,0.714286,0.285714,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0.6,0,0,0,0.666667,0,0,0,6.6,11,0,0,4.757576,4.454545,0,0,0,0,0,0,0.5,1,0,0,0.5,1,0,0,Search-Documentation
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.484127,0.261905,0,0.253968,0.555556,0.333333,0,0.111111,0.6,0.333333,0,0,0,0,0,0,0.4,0.333333,0,1,0,0.333333,0,0,0,0.666667,0,0,12.2,11,0,32,4.163934,4.636364,0,4.09375,0.4,0.666667,0,0,0.25,0.75,0,1,0.5,0.75,0,1,Support-OS
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.35625,0.64375,0,0,0.454545,0.545455,0,0,0.4,0,0,0,0.2,0,0,0,0.4,1,0,0,0,0,0,0,0.333333,0.714286,0,0,11.4,17.166667,0,0,3.982456,3.640777,0,0,0.4,0,0,0,0.5,1,0,0,0.5,1,0,0,Search-Software
1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.40625,0.130208,0.223958,0.239583,0.244444,0.222222,0.244444,0.288889,0.090909,0.2,0.090909,0.076923,0,0,0,0.076923,0.909091,0.2,0.363636,0.384615,0,0.6,0.545455,0.461538,0.4,0.555556,0.544444,0.575758,14.181818,5,7.818182,7.076923,4.525641,4.1,4.023256,5.271739,0.818182,0.3,0.181818,1,0.142857,0.285714,0.571429,0.428571,0.142857,0.285714,1,0.857143,Support-OS
1,1,4,4,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0.126761,0.077465,0.433099,0.362676,0.097561,0.073171,0.317073,0.512195,0.25,0,0.153846,0.02381,0.125,0.166667,0,0.071429,0.25,0.666667,0.576923,0.214286,0.375,0.166667,0.269231,0.690476,0.333333,0.571429,0.343506,0.403017,9,7.333333,9.461538,4.904762,4.347222,4.568182,4.772358,4.567961,0.625,0,0.115385,0.952381,0.1,0.2,0.4,0.3,0.1,0.2,0.9,1,Search-Software
1,1,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.101045,0.094077,0.581882,0.222997,0.114286,0.085714,0.457143,0.342857,0,0.666667,0,0,0,0,0,0.083333,0.5,0,0.125,0.333333,0.5,0.333333,0.875,0.583333,0.25,0,0.460606,0.622222,7.25,9,10.4375,5.333333,5.103448,4.962963,4.245509,5.96875,0,0.666667,0,0,0.1,0.2,0.4,0.3,0.1,0.2,1,0.8,Install-Software
1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.71777,0.219512,0.062718,0,0.515152,0.30303,0.181818,0,0,0,0,0,0,0,0.166667,0,0.941176,0.2,0.166667,0,0.058824,0.8,0.666667,0,0.615385,0.857143,0.65,0,12.117647,6.3,3,0,4.699029,5.047619,6,0,0,0,0,0,0.25,0.5,0.75,0,0.25,0.5,1,0,Install-Software
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634615,0.365385,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.333333,0,0,16.5,9.5,0,0,5.818182,3.894737,0,0,0,0,0,0,0.5,1,0,0,0.5,1,0,0,Search-Software
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330317,0.502262,0,0.167421,0.428571,0.380952,0,0.190476,0.333333,0,0,0.5,0,0,0,0,0.555556,0.875,0,0,0.111111,0.125,0,0.5,0.692308,0.4,0,0.8,8.111111,13.875,0,9.25,4.178082,4.198198,0,4,0.666667,0,0,0.25,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Support-OS
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.647059,0.352941,0,0,0.692308,0.307692,0,0,0,0.25,0,0,0,0,0,0,0.666667,0.25,0,0,0.333333,0.5,0,0,0.666667,0.5,0,0,8.555556,10.5,0,0,4.090909,5.095238,0,0,0,0.25,0,0,0.5,1,0,0,0.5,1,0,0,Search-OS
1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.358491,0.40566,0.235849,0,0.222222,0.666667,0.111111,0,0,0,0,0,0,0,0,0,0.5,0.833333,1,0,0.5,0.166667,0,0,0,0.5,0,0,19,7.166667,25,0,5.368421,4.046512,3.88,0,0,0,0,0,0.333333,0.666667,1,0,0.333333,0.666667,1,0,Search-Software
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.111111,0,0,0,0,0,0,0,0.555556,0,0,0,0.333333,0,0,0,0.333333,0,0,0,12.833333,0,0,0,5.683983,0,0,0,0.5,0,0,0,0.5,0,0,0,1,0,0,0,Support-Programming
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.365079,0.634921,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0.333333,0,0,0,11.5,20,0,0,4.347826,4.35,0,0,1,0,0,0,0.5,1,0,0,0.5,1,0,0,Search-Software
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.538462,0.269231,0,0.192308,0.4,0.2,0,0.4,0.5,0,0,0,0,0,0,0,0,1,0,1,0.5,0,0,0,0,0,0,1,14,14,0,5,4,4.428571,0,3.6,0.5,0,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Search-Software
1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0.362162,0.064865,0.437838,0.135135,0.45,0.075,0.35,0.125,0,0,0,0,0,0,0,0,0.111111,0.333333,0.214286,0.2,0.888889,0.666667,0.785714,0.8,0.818182,1,1,0.75,3.722222,4,5.785714,5,5.19403,5.083333,7.283951,3.8,0,0,0,0,0.2,0.4,0.8,0.6,0.2,0.4,0.8,1,Support-Software
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.230769,0,0,0,0,0,0,0,0.615385,0,0,0,0.153846,0,0,0,0.495192,0,0,0,10.692308,0,0,0,4.532374,0,0,0,0.384615,0,0,0,0.5,0,0,0,1,0,0,0,Support-Media
1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.490909,0.018182,0,0.490909,0.5,0.1,0,0.4,0.2,1,0,0,0,0,0,0.5,0.4,0,0,0.5,0.4,0,0,0,0.8,0,0,0.333333,5.4,1,0,6.75,4.37037,7,0,3.925926,0.8,1,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Search-Software
1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.127226,0.155216,0.717557,0,0.189189,0.162162,0.648649,0,0.285714,0,0,0,0,0,0,0,0.285714,0.833333,0.75,0,0.428571,0.166667,0.25,0,0.6,0.5,0.394203,0,7.142857,10.166667,11.75,0,4.74,5.032787,5.074468,0,0.285714,0,0,0,0.2,0.4,0.6,0,0.2,0.4,1,0,Search-Software
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.135266,0.193237,0.270531,0.400966,0.15,0.2,0.4,0.25,0.333333,0,0.125,0.4,0,0,0,0.2,0.333333,1,0.25,0.2,0.333333,0,0.625,0.2,0.333333,0.25,0.75,0.4,9.333333,10,7,16.6,3.571429,3.525,4.946429,4.253012,0.333333,0,0.375,0.2,0.25,0.5,1,0.75,0.25,0.5,1,0.75,Support-Programming
1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.255754,0.158568,0.432225,0.153453,0.222222,0.222222,0.37037,0.185185,0.333333,0,0.1,0,0,0,0,0,0.5,1,0.7,1,0.166667,0,0.2,0,0.571429,0.333333,0.277778,0.5,16.666667,10.333333,16.9,12,4.04,4.064516,4.414201,4.2,0.166667,0,0.3,0,0.142857,0.285714,0.428571,0.571429,0.142857,0.285714,1,0.857143,Support-Software
1,1,4,5,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0.145717,0.144916,0.241793,0.467574,0.149123,0.131579,0.280702,0.438596,0.705882,0.333333,0.0625,0.18,0.058824,0,0,0.02,0.176471,0.6,0.375,0.72,0.058824,0.066667,0.5625,0.08,0.444444,0.444444,0.521429,0.312381,10.705882,12.066667,9.4375,11.68,4.192308,4.243094,4.509934,4.405822,0.117647,0.4,0.46875,0.26,0.090909,0.181818,0.363636,0.272727,0.090909,0.181818,0.909091,1,Search-Software
1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.097222,0.013889,0.84375,0.045139,0.074074,0.037037,0.777778,0.111111,0.5,0,0,0,0,0,0,0.333333,0,0,0.904762,0.666667,0.5,1,0.095238,0,0.666667,0,0.277778,0,14,4,11.571429,4.333333,4.464286,6.5,4,4.307692,0.5,0,0,0,0.142857,0.285714,0.571429,0.428571,0.142857,0.285714,1,0.428571,Search-Software
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.286765,0.514706,0,0.198529,0.333333,0.4,0,0.266667,0,0,0,0,0,0,0,0,0.8,0.333333,0,0.75,0.2,0.666667,0,0.25,0.5,0.8,0,0.5,7.8,11.666667,0,6.75,3.410256,5.5,0,3.925926,0,0,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Install-OS
1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0.101695,0.150121,0.607748,0.140436,0.14,0.08,0.54,0.24,0.142857,0.25,0.148148,0.083333,0,0,0,0.083333,0.428571,0.5,0.592593,0.5,0.428571,0.25,0.259259,0.333333,0.6,0.333333,0.508889,0.892857,6,15.5,9.296296,4.833333,4.285714,4.983871,4.414343,4.37931,0.428571,0.25,0.037037,0.5,0.090909,0.181818,0.545455,0.272727,0.090909,0.181818,1,0.636364,Install-Software
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.696203,0.303797,0,0,0.818182,0.181818,0,0,0,0,0,0,0,0,0,0,0.444444,1,0,0,0.555556,0,0,0,0.666667,0,0,0,6.111111,12,0,0,4.981818,4.041667,0,0,0,0,0,0,0.5,1,0,0,0.5,1,0,0,Install-OS
1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0.062176,0.199482,0.181347,0.556995,0.102564,0.282051,0.153846,0.461538,0.5,0.181818,0,0.222222,0,0,0,0.111111,0.25,0.272727,0.333333,0.666667,0.25,0.545455,0.666667,0,0.5,0.777778,0.5,0.083333,6,7,11.666667,11.944444,5.833333,5.519481,4.728571,4.116279,0.75,0.454545,0,0.277778,0.125,0.25,0.5,0.375,0.125,0.25,0.875,1,Install-Software
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.653846,0.185897,0.121795,0.038462,0.5,0.214286,0.142857,0.142857,0,0,0,0,0.142857,0,0,0.5,0.714286,0.333333,0,0,0.142857,0.666667,1,0.5,0.6,0.5,1,1,14.571429,9.666667,9.5,3,3.764706,5.862069,4.684211,3.833333,0,0,0,0,0.25,0.5,0.75,1,0.25,0.5,0.75,1,Support-OS
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.996977,0.003023,0,0,0.995633,0.004367,0,0,0.017544,0,0,0,0,0,0,0,0.513158,0,0,0,0.469298,1,0,0,0.821429,1,0,0,5.785088,4,0,0,9.732373,5.5,0,0,0.074561,0,0,0,0.5,1,0,0,0.5,1,0,0,Install-Software
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.654206,0.345794,0,0,0.666667,0.333333,0,0,0.2,0,0,0,0.1,0,0,0,0.2,0.4,0,0,0.5,0.6,0,0,0.833333,0.8,0,0,7,7.4,0,0,6.428571,5.081081,0,0,0.2,0,0,0,0.5,1,0,0,0.5,1,0,0,Support-Software
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868687,0.131313,0,0,0.714286,0.285714,0,0,0.2,1,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,17.2,6.5,0,0,4.453488,3.923077,0,0,0.6,0.5,0,0,0.5,1,0,0,0.5,1,0,0,Support-OS
1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.158055,0.258359,0.583587,0,0.189189,0.324324,0.486486,0,0,0,0.111111,0,0,0,0,0,0.571429,0.583333,0.666667,0,0.428571,0.416667,0.222222,0,0.5,0.6875,0.233333,0,7.428571,7.083333,10.666667,0,3.961538,4.823529,3.791667,0,0,0,0.055556,0,0.2,0.4,0.6,0,0.2,0.4,1,0,Support-Media
1,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.299145,0.149573,0.34188,0.209402,0.25,0.125,0.375,0.25,0.166667,0,0,0.166667,0.166667,0,0,0.166667,0.666667,1,0.888889,0.666667,0,0,0.111111,0,0.6,0,0.111111,0.2,11.666667,11.666667,8.888889,8.166667,4,4.314286,4.3625,4.081633,0.666667,0,0,0.166667,0.142857,0.285714,0.571429,0.428571,0.142857,0.285714,1,0.857143,Support-OS
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0.326087,0.127717,0.059783,0.486413,0.25,0.142857,0.071429,0.535714,0.285714,0,0,0,0.142857,0,0,0,0.571429,1,0,0.666667,0,0,1,0.333333,0.5,0,0.5,0.884615,17.142857,11.75,11,11.933333,4.466667,3.87234,3.954545,5.050279,0.571429,0,0,0,0.25,0.5,0.75,1,0.25,0.5,0.75,1,Support-Software
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.304348,0.695652,0,0,0.5,0.5,0,0,0.2,0.4,0,0,0,0,0,0,0.4,0.6,0,0,0.4,0,0,0,0.6,0,0,0,5.6,12.8,0,0,5.678571,4.625,0,0,1,0.6,0,0,0.5,1,0,0,0.5,1,0,0,Install-Software
1,1,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.045671,0.144624,0.41294,0.396765,0.052174,0.252174,0.330435,0.365217,0.166667,0,0,0.333333,0.166667,0,0,0.190476,0.5,0.068966,0.447368,0.261905,0.166667,0.931034,0.552632,0.214286,0.5,0.8,0.418056,0.292971,8,5.241379,11.421053,9.928571,4.458333,6.368421,4.467742,4.031175,0.666667,0,0,0.119048,0.066667,0.133333,0.266667,0.2,0.066667,0.133333,1,0.933333,Support-Programming
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.857143,0.142857,0,0,0.833333,0.166667,0,0,0.2,0,0,0,0,0,0,0,0.6,1,0,0,0.2,0,0,0,0.666667,0,0,0,9.6,8,0,0,3.9375,4.875,0,0,0.6,0,0,0,0.5,1,0,0,0.5,1,0,0,Search-Software
1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.280851,0.438298,0.259574,0.021277,0.365385,0.442308,0.153846,0.038462,0.052632,0,0.25,0,0,0.043478,0,0,0.105263,0.478261,0.625,0.5,0.842105,0.478261,0.125,0.5,0.878788,0.8,0.166667,0,6.947368,8.956522,15.25,5,4.909091,4.660194,4.221311,4.4,0.315789,0,0.125,0,0.2,0.4,0.6,0.8,0.2,0.4,1,0.8,Support-Programming
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.55,0.25,0.2,0,0.454545,0.272727,0.272727,0,0.2,0,0,0,0,0,0,0,0.8,0.333333,0.333333,0,0,0.666667,0.666667,0,0,0.75,0.8,0,11,8.333333,6.666667,0,4.163636,6.16,6.1,0,0.8,0,0,0,0.333333,0.666667,1,0,0.333333,0.666667,1,0,Support-Software
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.857143,0.051948,0,0.090909,0.8,0.05,0,0.15,0.125,1,0,0,0,0,0,0,0.75,0,0,0.666667,0.125,0,0,0.333333,0.588235,0,0,0.6,12.375,12,0,7,4.373737,3.833333,0,4.095238,0.5,1,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Support-OS
1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.366197,0.084507,0.29108,0.258216,0.333333,0.047619,0.142857,0.47619,0.142857,1,0,0,0.142857,0,0,0,0.571429,0,0.333333,0.5,0.142857,0,0.666667,0.5,0.571429,0,0.4,0.363636,11.142857,18,20.666667,5.5,4.602564,4.055556,4.580645,4.581818,0.857143,1,0,0,0.2,0.4,1,0.6,0.2,0.4,1,0.8,Install-Software
1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.108796,0.041667,0.50463,0.344907,0.205128,0.051282,0.435897,0.307692,0.25,0,0.117647,0,0,0,0,0,0.5,1,0.705882,1,0.25,0,0.176471,0,0.5,0,0.715686,0.5,5.875,9,12.823529,12.416667,4.255319,5.111111,4.633028,4.422819,0.5,0,0.058824,0,0.166667,0.333333,0.5,0.666667,0.166667,0.333333,1,0.833333,Search-Software
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.772727,0.227273,0,0,0.619048,0.380952,0,0,0,0,0,0,0,0,0,0,0.846154,0.625,0,0,0.153846,0.375,0,0,0.615385,0.4,0,0,11.769231,5.625,0,0,4.189542,5.088889,0,0,0,0,0,0,0.5,1,0,0,0.5,1,0,0,Support-Hardware
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319865,0.680135,0,0,0.393939,0.606061,0,0,0,0,0,0,0,0,0,0,0.230769,0.3,0,0,0.769231,0.7,0,0,0.5,0.677419,0,0,7.307692,10.1,0,0,4.821053,4.5,0,0,0,0,0,0,0.5,1,0,0,0.5,1,0,0,Support-Software
1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.231579,0.382456,0.385965,0,0.266667,0.233333,0.5,0,0,0.428571,0,0,0,0,0.066667,0,0.875,0.428571,0.4,0,0.125,0.142857,0.533333,0,0.75,0.333333,0.722222,0,8.25,15.571429,7.333333,0,4.80303,4.027523,4.3,0,0,0.142857,0,0,0.25,0.5,0.75,0,0.25,0.5,1,0,Support-Software
1,1,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.165094,0.108491,0.726415,0,0.193548,0.064516,0.741935,0,0,0.5,0.043478,0,0.166667,0,0.086957,0,0.333333,0.5,0.434783,0,0.5,0,0.434783,0,0.571429,0.666667,0.349359,0,5.833333,11.5,6.695652,0,4.657143,4.73913,5.246753,0,0,0.5,0.130435,0,0.125,0.25,0.375,0,0.125,0.25,1,0,Search-Software
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418803,0.581197,0,0,0.428571,0.571429,0,0,0.666667,0,0,0,0,0,0,0,0.333333,1,0,0,0,0,0,0,0.333333,0,0,0,16.333333,17,0,0,3.489796,4.617647,0,0,0.666667,0,0,0,0.5,1,0,0,0.5,1,0,0,Install-OS
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396313,0.202765,0.341014,0.059908,0.541667,0.083333,0.291667,0.083333,0.076923,0,0,0,0,0,0,0,0.384615,1,0.857143,0,0.538462,0,0.142857,1,0.777778,0,0.6,0.333333,6.615385,22,10.571429,6.5,4.767442,4.409091,3.932432,4.230769,0.769231,0,0,0,0.25,0.5,1,0.75,0.25,0.5,1,0.75,Support-OS
1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.226744,0.023256,0.703488,0.046512,0.142857,0.031746,0.777778,0.047619,0.111111,0,0.040816,0,0,0,0.020408,0,0.888889,1,0.469388,1,0,0,0.469388,0,0,0,0.472381,0,21.666667,10,12.346939,13.333333,4.220513,5.05,4.619835,4.05,0.888889,0,0.081633,0,0.125,0.25,0.375,0.875,0.125,0.25,1,0.875,Install-OS
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.575163,0.320261,0,0.104575,0.407407,0.407407,0,0.185185,0.090909,0,0,0,0,0,0,0.4,0.181818,0.272727,0,0.2,0.727273,0.727273,0,0.4,0.642857,1,0,0.857143,8,4.454545,0,3.2,4.602273,3.591837,0,4.5625,0.090909,0,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Install-OS
1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0.186667,0.173333,0.177778,0.462222,0.217391,0.086957,0.173913,0.521739,0.2,0,0,0.166667,0,0,0,0,0.4,1,1,0.583333,0.4,0,0,0.25,0.6,0.333333,0,0.388889,8.4,19.5,10,8.666667,4.761905,4.205128,4.5,4.605769,0.6,0,0,0.75,0.2,0.4,0.8,0.6,0.2,0.4,0.8,1,Search-Software
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0.608491,0.042453,0.056604,0.292453,0.545455,0.060606,0.121212,0.272727,0,0.5,0,0.111111,0,0,0.5,0.444444,0.277778,0.5,0.5,0.222222,0.722222,0,0,0.222222,0.705882,0,0,0.866667,7.166667,4.5,3,6.888889,3.868217,5.111111,4.666667,4.612903,0,1,0,0.444444,0.25,0.5,1,0.75,0.25,0.5,1,0.75,Install-OS
1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125874,0.059441,0.671329,0.143357,0.242424,0.121212,0.424242,0.212121,0.125,0,0,0,0,0,0,0,0.625,0.75,1,0.428571,0.25,0.25,0,0.571429,0.777778,0.875,0.166667,0.777778,4.5,4.25,13.714286,5.857143,3.638889,5.705882,4.541667,4.04878,0.375,0,0,0,0.2,0.4,0.6,0.8,0.2,0.4,1,0.8,Support-Software
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.617647,0.382353,0,0,0.8,0.2,0,0,0.083333,0.333333,0,0,0,0,0,0,0.416667,0.666667,0,0,0.5,0,0,0,0.866667,0,0,0,3.5,8.666667,0,0,10.380952,4.653846,0,0,1,0.666667,0,0,0.5,1,0,0,0.5,1,0,0,Support-Software
1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.316983,0.06571,0.216566,0.40074,0.486239,0.036697,0.12844,0.348624,0.018868,0.166667,0.261905,0.008772,0.006289,0.083333,0.02381,0.008772,0.012579,0.75,0.642857,0.403509,0.962264,0,0.071429,0.578947,0.981928,0.571429,0.741935,0.724848,4.308176,11.833333,11.142857,7.596491,11.569343,4.485915,4.311966,4.467667,0.062893,0.583333,0.119048,0.991228,0.2,0.4,0.8,0.6,0.2,0.4,0.8,1,Support-OS
1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057829,0.007117,0.418149,0.516904,0.085271,0.007752,0.325581,0.581395,0.090909,0,0.261905,0.186667,0,0,0,0,0.727273,1,0.452381,0.386667,0.181818,0,0.285714,0.426667,0.866667,0,0.553545,0.668662,5.909091,8,11.190476,7.746667,5.061538,5.125,4.42766,4.738382,0.909091,0,0.047619,0.026667,0.071429,0.142857,0.285714,0.214286,0.071429,0.142857,1,0.928571,Support-Software
1,1,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.037488,0.012184,0.461106,0.489222,0.047619,0.015873,0.428571,0.507937,0.166667,0.5,0.037037,0.046875,0,0,0.018519,0.015625,0.666667,0.5,0.648148,0.578125,0.166667,0,0.296296,0.359375,0.5,0,0.307692,0.768953,6.666667,6.5,9.111111,8.15625,4.2,4.076923,4.48374,4.6341,0.5,0.5,0.018519,0.046875,0.1,0.2,0.3,0.5,0.1,0.2,0.9,1,Support-OS
